Read  speed:  4234 kB/s (CD  24x, DVD  3x).
Write speed:  4234 kB/s (CD  24x, DVD  3x).
Capacity: 213504 Blocks = 427008 kBytes = 417 MBytes = 437 prMB
Sectorsize: 2048 Bytes
Errno: 5 (Input/output error), mode select g1 scsi sendcmd: no error
CDB:  55 10 00 00 00 00 00 00 14 00
status: 0x2 (CHECK CONDITION)
Sense Bytes: 70 00 05 00 00 00 00 0A 18 00 00 00 26 00 00 00
Sense Key: 0x5 Illegal Request, Segment 0
Sense Code: 0x26 Qual 0x00 (invalid field in parameter list) Fru 0x0
Sense flags: Blk 0 (not valid) 
cmd finished after 0.029s timeout 40s
Copy from SCSI (2,0,0) disk to file '/dev/null'
end:    213504
addr:        0 cnt: 49
addr:       49 cnt: 49
addr:       98 cnt: 49
addr:      147 cnt: 49
addr:      196 cnt: 49
addr:      245 cnt: 49
addr:   188895 cnt: 49
addr:   188944 cnt: 49
addr:   188993 cnt: 49
addr:   189042 cnt: 49
addr:   189091 cnt: 49
addr:   189140 cnt: 49
addr:   189189 cnt: 49
addr:   189238 cnt: 49
addr:   189287 cnt: 49
addr:   189336 cnt: 49
addr:   189385 cnt: 49
addr:   189434 cnt: 49
addr:   189483 cnt: 49
addr:   189532 cnt: 49
addr:   189581 cnt: 49
addr:   189630 cnt: 49
addr:   189679 cnt: 49
addr:   189728 cnt: 49
addr:   189777 cnt: 49
addr:   189826 cnt: 49
addr:   189875 cnt: 49
addr:   189924 cnt: 49
addr:   189973 cnt: 49
addr:   190022 cnt: 49
addr:   190071 cnt: 49
addr:   190120 cnt: 49
addr:   190169 cnt: 49
addr:   190218 cnt: 49
addr:   190267 cnt: 49
addr:   190316 cnt: 49
addr:   190365 cnt: 49
addr:   190414 cnt: 49
addr:   190463 cnt: 49
addr:   190512 cnt: 49
addr:   190561 cnt: 49
addr:   190610 cnt: 49
addr:   190659 cnt: 49
addr:   190708 cnt: 49
addr:   190757 cnt: 49
addr:   190806 cnt: 49
addr:   190855 cnt: 49
addr:   190904 cnt: 49
addr:   190953 cnt: 49
addr:   191002 cnt: 49
addr:   191051 cnt: 49
addr:   191100 cnt: 49
addr:   191149 cnt: 49
addr:   191198 cnt: 49
addr:   191247 cnt: 49
addr:   191296 cnt: 49
addr:   191345 cnt: 49
addr:   191394 cnt: 49
addr:   191443 cnt: 49
addr:   191492 cnt: 49
addr:   191541 cnt: 49
addr:   191590 cnt: 49
addr:   191639 cnt: 49
addr:   191688 cnt: 49
addr:   191737 cnt: 49
addr:   191786 cnt: 49
addr:   191835 cnt: 49
addr:   191884 cnt: 49
addr:   191933 cnt: 49
addr:   191982 cnt: 49
addr:   192031 cnt: 49
addr:   192080 cnt: 49
addr:   192129 cnt: 49
addr:   192178 cnt: 49
addr:   192227 cnt: 49
addr:   192276 cnt: 49
addr:   192325 cnt: 49
addr:   192374 cnt: 49
addr:   192423 cnt: 49
addr:   192472 cnt: 49
addr:   192521 cnt: 49
addr:   192570 cnt: 49
addr:   192619 cnt: 49
addr:   192668 cnt: 49
addr:   192717 cnt: 49
addr:   192766 cnt: 49
addr:   192815 cnt: 49
addr:   192864 cnt: 49
addr:   192913 cnt: 49
addr:   192962 cnt: 49
addr:   193011 cnt: 49
addr:   193060 cnt: 49
addr:   193109 cnt: 49
addr:   193158 cnt: 49
addr:   193207 cnt: 49
addr:   193256 cnt: 49
addr:   193305 cnt: 49
addr:   193354 cnt: 49
addr:   193403 cnt: 49
addr:   193452 cnt: 49
addr:   193501 cnt: 49
addr:   193550 cnt: 49
addr:   193599 cnt: 49
addr:   193648 cnt: 49
addr:   193697 cnt: 49
addr:   193746 cnt: 49
addr:   193795 cnt: 49
addr:   193844 cnt: 49
addr:   193893 cnt: 49
addr:   193942 cnt: 49
addr:   193991 cnt: 49
addr:   194040 cnt: 49
addr:   194089 cnt: 49
addr:   194138 cnt: 49
addr:   194187 cnt: 49
addr:   194236 cnt: 49
addr:   194285 cnt: 49
addr:   194334 cnt: 49
addr:   194383 cnt: 49
addr:   194432 cnt: 49
addr:   194481 cnt: 49
addr:   194530 cnt: 49
addr:   194579 cnt: 49
addr:   194628 cnt: 49
addr:   194677 cnt: 49
addr:   194726 cnt: 49
addr:   194775 cnt: 49
addr:   194824 cnt: 49
addr:   194873 cnt: 49
addr:   194922 cnt: 49
addr:   194971 cnt: 49
addr:   195020 cnt: 49
addr:   195069 cnt: 49
addr:   195118 cnt: 49
addr:   195167 cnt: 49
addr:   195216 cnt: 49
addr:   195265 cnt: 49
addr:   195314 cnt: 49
addr:   195363 cnt: 49
addr:   195412 cnt: 49
addr:   195461 cnt: 49
addr:   195510 cnt: 49
addr:   195559 cnt: 49
addr:   195608 cnt: 49
addr:   195657 cnt: 49
addr:   195706 cnt: 49
addr:   195755 cnt: 49
addr:   195804 cnt: 49
addr:   195853 cnt: 49
addr:   195902 cnt: 49
addr:   195951 cnt: 49
addr:   196000 cnt: 49
addr:   196049 cnt: 49
addr:   196098 cnt: 49
addr:   196147 cnt: 49
addr:   196196 cnt: 49
addr:   196245 cnt: 49
addr:   196294 cnt: 49
addr:   196343 cnt: 49
addr:   196392 cnt: 49
addr:   196441 cnt: 49
addr:   196490 cnt: 49
addr:   196539 cnt: 49
addr:   196588 cnt: 49
addr:   196637 cnt: 49
addr:   196686 cnt: 49
addr:   196735 cnt: 49
addr:   196784 cnt: 49
addr:   196833 cnt: 49
addr:   196882 cnt: 49
addr:   196931 cnt: 49
addr:   196980 cnt: 49
addr:   197029 cnt: 49
addr:   197078 cnt: 49
addr:   197127 cnt: 49
addr:   197176 cnt: 49
addr:   197225 cnt: 49
addr:   197274 cnt: 49
addr:   197323 cnt: 49
addr:   197372 cnt: 49
addr:   197421 cnt: 49
addr:   197470 cnt: 49
addr:   197519 cnt: 49
addr:   197568 cnt: 49
addr:   197617 cnt: 49
addr:   197666 cnt: 49
addr:   197715 cnt: 49
addr:   197764 cnt: 49
addr:   197813 cnt: 49
addr:   197862 cnt: 49
addr:   197911 cnt: 49
addr:   197960 cnt: 49
addr:   198009 cnt: 49
addr:   198058 cnt: 49
addr:   198107 cnt: 49
addr:   198156 cnt: 49
addr:   198205 cnt: 49
addr:   198254 cnt: 49
addr:   198303 cnt: 49
addr:   198352 cnt: 49
addr:   198401 cnt: 49
addr:   198450 cnt: 49
addr:   198499 cnt: 49
addr:   198548 cnt: 49
addr:   198597 cnt: 49
addr:   198646 cnt: 49
addr:   198695 cnt: 49
addr:   198744 cnt: 49
addr:   198793 cnt: 49
addr:   198842 cnt: 49
addr:   198891 cnt: 49
addr:   198940 cnt: 49
addr:   198989 cnt: 49
addr:   199038 cnt: 49
addr:   199087 cnt: 49
addr:   199136 cnt: 49
addr:   199185 cnt: 49
addr:   199234 cnt: 49
addr:   199283 cnt: 49
addr:   199332 cnt: 49
addr:   199381 cnt: 49
addr:   199430 cnt: 49
addr:   199479 cnt: 49
addr:   199528 cnt: 49
addr:   199577 cnt: 49
addr:   199626 cnt: 49
addr:   199675 cnt: 49
addr:   199724 cnt: 49
addr:   199773 cnt: 49
addr:   199822 cnt: 49
addr:   199871 cnt: 49
addr:   199920 cnt: 49
addr:   199969 cnt: 49
addr:   200018 cnt: 49
addr:   200067 cnt: 49
addr:   200116 cnt: 49
addr:   200165 cnt: 49
addr:   200214 cnt: 49
addr:   200263 cnt: 49
addr:   200312 cnt: 49
addr:   200361 cnt: 49
addr:   200410 cnt: 49
addr:   200459 cnt: 49
addr:   200508 cnt: 49
addr:   200557 cnt: 49
addr:   200606 cnt: 49
addr:   200655 cnt: 49
addr:   200704 cnt: 49
addr:   200753 cnt: 49
addr:   200802 cnt: 49
addr:   200851 cnt: 49
addr:   200900 cnt: 49
addr:   200949 cnt: 49
addr:   200998 cnt: 49
addr:   201047 cnt: 49
addr:   201096 cnt: 49
addr:   201145 cnt: 49
addr:   201194 cnt: 49
addr:   201243 cnt: 49
addr:   201292 cnt: 49
addr:   201341 cnt: 49
addr:   201390 cnt: 49
addr:   201439 cnt: 49
addr:   201488 cnt: 49
addr:   201537 cnt: 49
addr:   201586 cnt: 49
addr:   201635 cnt: 49
addr:   201684 cnt: 49
addr:   201733 cnt: 49
addr:   201782 cnt: 49
addr:   201831 cnt: 49
addr:   201880 cnt: 49
addr:   201929 cnt: 49
addr:   201978 cnt: 49
addr:   202027 cnt: 49
addr:   202076 cnt: 49
addr:   202125 cnt: 49
addr:   202174 cnt: 49
addr:   202223 cnt: 49
addr:   202272 cnt: 49
addr:   202321 cnt: 49
addr:   202370 cnt: 49
addr:   202419 cnt: 49
addr:   202468 cnt: 49
addr:   202517 cnt: 49
addr:   202566 cnt: 49
addr:   202615 cnt: 49
addr:   202664 cnt: 49
addr:   202713 cnt: 49
addr:   202762 cnt: 49
addr:   202811 cnt: 49
addr:   202860 cnt: 49
addr:   202909 cnt: 49
addr:   202958 cnt: 49
addr:   203007 cnt: 49
addr:   203056 cnt: 49
addr:   203105 cnt: 49
addr:   203154 cnt: 49
addr:   203203 cnt: 49
addr:   203252 cnt: 49
addr:   203301 cnt: 49
addr:   203350 cnt: 49
addr:   203399 cnt: 49
addr:   203448 cnt: 49
addr:   203497 cnt: 49
addr:   203546 cnt: 49
addr:   203595 cnt: 49
addr:   203644 cnt: 49
addr:   203693 cnt: 49
addr:   203742 cnt: 49
addr:   203791 cnt: 49
addr:   203840 cnt: 49
addr:   203889 cnt: 49
addr:   203938 cnt: 49
addr:   203987 cnt: 49
addr:   204036 cnt: 49
addr:   204085 cnt: 49
addr:   204134 cnt: 49
addr:   204183 cnt: 49
addr:   204232 cnt: 49
addr:   204281 cnt: 49
addr:   204330 cnt: 49
addr:   204379 cnt: 49
addr:   204428 cnt: 49
addr:   204477 cnt: 49
addr:   204526 cnt: 49
addr:   204575 cnt: 49
addr:   204624 cnt: 49
addr:   204673 cnt: 49
addr:   204722 cnt: 49
addr:   204771 cnt: 49
addr:   204820 cnt: 49
addr:   204869 cnt: 49
addr:   204918 cnt: 49
addr:   204967 cnt: 49
addr:   205016 cnt: 49
addr:   205065 cnt: 49
addr:   205114 cnt: 49
addr:   205163 cnt: 49
addr:   205212 cnt: 49
addr:   205261 cnt: 49
addr:   205310 cnt: 49
addr:   205359 cnt: 49
addr:   205408 cnt: 49
addr:   205457 cnt: 49
addr:   205506 cnt: 49
addr:   205555 cnt: 49
addr:   205604 cnt: 49
addr:   205653 cnt: 49
addr:   205702 cnt: 49
addr:   205751 cnt: 49
addr:   205800 cnt: 49
addr:   205849 cnt: 49
addr:   205898 cnt: 49
addr:   205947 cnt: 49
addr:   205996 cnt: 49
addr:   206045 cnt: 49
addr:   206094 cnt: 49
addr:   206143 cnt: 49
addr:   206192 cnt: 49
addr:   206241 cnt: 49
addr:   206290 cnt: 49
addr:   206339 cnt: 49
addr:   206388 cnt: 49
addr:   206437 cnt: 49
addr:   206486 cnt: 49
addr:   206535 cnt: 49
addr:   206584 cnt: 49
addr:   206633 cnt: 49
addr:   206682 cnt: 49
addr:   206731 cnt: 49
addr:   206780 cnt: 49
addr:   206829 cnt: 49
addr:   206878 cnt: 49
addr:   206927 cnt: 49
addr:   206976 cnt: 49
addr:   207025 cnt: 49
addr:   207074 cnt: 49
addr:   207123 cnt: 49
addr:   207172 cnt: 49
addr:   207221 cnt: 49
addr:   207270 cnt: 49
addr:   207319 cnt: 49
addr:   207368 cnt: 49
addr:   207417 cnt: 49
addr:   207466 cnt: 49
addr:   207515 cnt: 49
addr:   207564 cnt: 49
addr:   207613 cnt: 49
addr:   207662 cnt: 49
addr:   207711 cnt: 49
addr:   207760 cnt: 49
addr:   207809 cnt: 49
addr:   207858 cnt: 49
addr:   207907 cnt: 49
addr:   207956 cnt: 49
addr:   208005 cnt: 49
addr:   208054 cnt: 49
addr:   208103 cnt: 49
addr:   208152 cnt: 49
addr:   208201 cnt: 49
addr:   208250 cnt: 49
addr:   208299 cnt: 49
addr:   208348 cnt: 49
addr:   208397 cnt: 49
addr:   208446 cnt: 49
addr:   208495 cnt: 49
addr:   208544 cnt: 49
addr:   208593 cnt: 49
addr:   208642 cnt: 49
addr:   208691 cnt: 49
addr:   208740 cnt: 49
addr:   208789 cnt: 49
addr:   208838 cnt: 49
addr:   208887 cnt: 49
addr:   208936 cnt: 49
addr:   208985 cnt: 49
addr:   209034 cnt: 49
addr:   209083 cnt: 49
addr:   209132 cnt: 49
addr:   209181 cnt: 49
addr:   209230 cnt: 49
addr:   209279 cnt: 49
addr:   209328 cnt: 49
addr:   209377 cnt: 49
addr:   209426 cnt: 49
addr:   209475 cnt: 49
addr:   209524 cnt: 49
addr:   209573 cnt: 49
addr:   209622 cnt: 49
addr:   209671 cnt: 49
addr:   209720 cnt: 49
addr:   209769 cnt: 49
addr:   209818 cnt: 49
addr:   209867 cnt: 49
addr:   209916 cnt: 49
addr:   209965 cnt: 49
addr:   210014 cnt: 49
addr:   210063 cnt: 49
addr:   210112 cnt: 49
addr:   210161 cnt: 49
addr:   210210 cnt: 49
addr:   210259 cnt: 49
addr:   210308 cnt: 49
addr:   210357 cnt: 49
addr:   210406 cnt: 49
addr:   210455 cnt: 49
addr:   210504 cnt: 49
addr:   210553 cnt: 49
addr:   210602 cnt: 49
addr:   210651 cnt: 49
addr:   210700 cnt: 49
addr:   210749 cnt: 49
addr:   210798 cnt: 49
addr:   210847 cnt: 49
addr:   210896 cnt: 49
addr:   210945 cnt: 49
addr:   210994 cnt: 49
addr:   211043 cnt: 49
addr:   211092 cnt: 49
addr:   211141 cnt: 49
addr:   211190 cnt: 49
addr:   211239 cnt: 49
addr:   211288 cnt: 49
addr:   211337 cnt: 49
addr:   211386 cnt: 49
addr:   211435 cnt: 49
addr:   211484 cnt: 49
addr:   211533 cnt: 49
addr:   211582 cnt: 49
addr:   211631 cnt: 49
addr:   211680 cnt: 49
addr:   211729 cnt: 49
addr:   211778 cnt: 49
addr:   211827 cnt: 49
addr:   211876 cnt: 49
addr:   211925 cnt: 49
addr:   211974 cnt: 49
addr:   212023 cnt: 49
addr:   212072 cnt: 49
addr:   212121 cnt: 49
addr:   212170 cnt: 49
addr:   212219 cnt: 49
addr:   212268 cnt: 49
addr:   212317 cnt: 49
addr:   212366 cnt: 49
addr:   212415 cnt: 49
addr:   212464 cnt: 49
addr:   212513 cnt: 49
addr:   212562 cnt: 49
addr:   212611 cnt: 49
addr:   212660 cnt: 49
addr:   212709 cnt: 49
addr:   212758 cnt: 49
addr:   212807 cnt: 49
addr:   212856 cnt: 49
addr:   212905 cnt: 49
addr:   212954 cnt: 49
addr:   213003 cnt: 49
addr:   213052 cnt: 49
addr:   213101 cnt: 49
addr:   213150 cnt: 49
addr:   213199 cnt: 49
addr:   213248 cnt: 49
addr:   213297 cnt: 49
addr:   213346 cnt: 49
addr:   213395 cnt: 49
addr:   213444 cnt: 49
addr:   213493 cnt: 11
addr:   213504
Time total: 184.680sec
Read 551691.00 kB at 2987.3 kB/sec.
C2 in sector: 10396 first at byte: 1180 (0x0C) total:   24 errors
C2 in sector: 10397 first at byte:  120 (0xC0) total:    4 errors
C2 in sector: 10831 first at byte:  758 (0x03) total:   28 errors
C2 in sector: 10832 first at byte:   74 (0x30) total:   16 errors
C2 in sector: 11892 first at byte: 1454 (0x03) total:   20 errors
C2 in sector: 11893 first at byte:   52 (0x0C) total:    5 errors
C2 in sector: 11986 first at byte: 1262 (0x03) total:    4 errors
C2 in sector: 11987 first at byte:  482 (0x20) total:   12 errors
C2 in sector: 38097 first at byte:  100 (0x0C) total:    6 errors
C2 in sector: 38771 first at byte:  926 (0x03) total:   24 errors
C2 in sector: 38772 first at byte:   58 (0x30) total:   20 errors
C2 in sector: 39222 first at byte:  518 (0x03) total:   33 errors
C2 in sector: 39223 first at byte:   26 (0x30) total:   12 errors
C2 in sector: 39554 first at byte: 2310 (0x02) total:   10 errors
C2 in sector: 40054 first at byte: 2174 (0x03) total:   24 errors
C2 in sector: 40197 first at byte: 2310 (0x02) total:    5 errors
C2 in sector: 40388 first at byte: 1910 (0x03) total:   12 errors
C2 in sector: 40389 first at byte:  132 (0x0C) total:   32 errors
C2 in sector: 40663 first at byte:  998 (0x03) total:   32 errors
C2 in sector: 40664 first at byte:  130 (0x30) total:   20 errors
C2 in sector: 40842 first at byte: 1662 (0x02) total:   40 errors
C2 in sector: 40974 first at byte:  870 (0x03) total:   18 errors
C2 in sector: 41034 first at byte: 1314 (0x20) total:    7 errors
C2 in sector: 41297 first at byte:  974 (0x03) total:   24 errors
C2 in sector: 41298 first at byte:  106 (0x30) total:   20 errors
C2 in sector: 41704 first at byte: 2318 (0x03) total:    4 errors
C2 in sector: 42269 first at byte: 1190 (0x03) total:   26 errors
C2 in sector: 42270 first at byte:  138 (0x30) total:   26 errors
C2 in sector: 42461 first at byte: 2318 (0x03) total:    4 errors
C2 in sector: 42606 first at byte: 1046 (0x03) total:   24 errors
C2 in sector: 42607 first at byte:  178 (0x30) total:   20 errors
C2 in sector: 77057 first at byte:  710 (0x03) total:   28 errors
C2 in sector: 77058 first at byte:   26 (0x30) total:   16 errors
C2 in sector: 77739 first at byte:   86 (0x03) total:   44 errors
C2 in sector: 78641 first at byte:  470 (0x03) total:   36 errors
C2 in sector: 78642 first at byte:  176 (0xC0) total:    8 errors
C2 in sector: 160193 first at byte: 1116 (0x08) total:   23 errors
C2 in sector: 160194 first at byte:   48 (0x90) total:    3 errors
C2 in sector: 160463 first at byte:  154 (0x20) total:   17 errors
Total of 0 hard read errors.
C2 errors total: 731 bytes in 39 sectors on disk
C2 errors rate: 0.000146% 
C2 errors on worst sector: 44, sectors with 100+ C2 errors: 0
